SKPUCOCOQQoDET,UIUSCHVXYLoDET,QFTDITGKRAoDET,ESVDHWMLZSoDET,HNAZOMJLTHoDET,IUIQEPBEDZoDET,LIITHIJNWUoDET
`team_abbr`,`team_div`,`play_stat`,`play_pos`,`play_height`,`play_weight`,`play_PF`
ORL,Pacific,Starter,PF,72,235,3
ORL,Pacific,Starter,C,83,191,4
ORL,Pacific,Starter,PG,81,190,3
ORL,Pacific,Starter,SG,80,210,3
ORL,Pacific,Bench,SG,79,225,1
ORL,Pacific,Bench,C,83,245,5
ORL,Pacific,Bench,SF,79,190,1
ORL,Pacific,Bench,PF,74,149,0
ORL,Pacific,Bench,PG,82,160,0
ORL,Pacific,Bench,SG,76,200,0
TOR,Northwest,Starter,SF,78,188,4
TOR,Northwest,Starter,PF,77,180,3
TOR,Northwest,Starter,SF,80,224,5
TOR,Northwest,Starter,C,84,220,0
TOR,Northwest,Starter,SG,76,194,1
TOR,Northwest,Bench,SG,77,202,2
TOR,Northwest,Bench,PG,80,228,3
TOR,Northwest,Bench,C,82,215,2
TOR,Northwest,Bench,PF,73,206,1
TOR,Northwest,Bench,SG,78,185,0
SA,Southwest,Starter,SF,81,190,2
SA,Southwest,Starter,PF,75,225,2
SA,Southwest,Starter,SG,78,185,4
SA,Southwest,Starter,PG,78,215,1
SA,Southwest,Starter,C,83,220,3
SA,Southwest,Bench,SF,79,212,0
SA,Southwest,Bench,F,78,225,0
SA,Southwest,Bench,PG,81,220,2
SA,Southwest,Bench,SF,78,190,1
SA,Southwest,Bench,SF,81,207,3
SA,Southwest,Bench,C,84,228,1
SA,Southwest,Bench,SG,78,251,1
BOS,Atlantic,Starter,SG,78,199,1
BOS,Atlantic,Starter,PF,74,205,1
BOS,Atlantic,Starter,PG,83,199,4
BOS,Atlantic,Starter,G,82,231,4
BOS,Atlantic,Starter,SG,77,200,3
BOS,Atlantic,Bench,SF,79,251,3
BOS,Atlantic,Bench,SF,80,240,1
BOS,Atlantic,Bench,C,85,222,3
BOS,Atlantic,Bench,PF,74,180,3
BOS,Atlantic,Bench,PF,76,149,1
DET,Southwest,Starter,PF,79,149,0
DET,Southwest,Starter,SG,79,216,3
DET,Southwest,Starter,C,84,195,2
DET,Southwest,Starter,SF,81,149,1
DET,Southwest,Starter,PG,80,240,4
DET,Southwest,Bench,PG,81,239,2
DET,Southwest,Bench,PG,81,255,3
DET,Southwest,Bench,SG,81,208,2
DET,Southwest,Bench,SG,76,185,3
DET,Southwest,Bench,PF,76,209,2
DET,Southwest,Bench,PF,72,235,0
LAL,Southeast,Starter,SF,80,220,3
LAL,Southeast,Starter,PG,82,226,1
LAL,Southeast,Starter,SG,79,199,1
LAL,Southeast,Starter,C,80,190,3
LAL,Southeast,Starter,SG,76,199,1
LAL,Southeast,Bench,SG,78,251,3
LAL,Southeast,Bench,SG,77,260,2
LAL,Southeast,Bench,SF,79,240,0
LAL,Southeast,Bench,PG,83,191,3
LAL,Southeast,Bench,SF,81,240,1
LAL,Southeast,Bench,PG,83,220,1
LAL,Southeast,Bench,SF,80,186,0
LAL,Southeast,Bench,PF,75,251,0
PHI,Central,Starter,PF,75,235,1
PHI,Central,Starter,PG,82,199,5
PHI,Central,Starter,SG,77,275,2
PHI,Central,Starter,PG,83,249,2
PHI,Central,Starter,PG,80,231,2
PHI,Central,Bench,SG,75,205,1
PHI,Central,Bench,PF,74,149,1
PHI,Central,Bench,C,81,190,2
PHI,Central,Bench,G,81,176,3
PHI,Central,Bench,SG,77,198,1
PHI,Central,Bench,SF,80,240,0
PHI,Central,Bench,SF,78,207,0
PHI,Central,Bench,SG,76,238,0
LAC,Pacific,Starter,SF,80,251,2
LAC,Pacific,Starter,C,84,230,0
LAC,Pacific,Starter,SF,80,215,2
LAC,Pacific,Starter,PF,75,218,2
LAC,Pacific,Starter,SG,78,262,2
LAC,Pacific,Bench,SF,80,251,2
LAC,Pacific,Bench,PF,73,185,1
LAC,Pacific,Bench,SG,79,149,2
LAC,Pacific,Bench,SF,78,215,2
LAC,Pacific,Bench,PG,81,240,0
LAC,Pacific,Bench,PG,81,230,0
LAC,Pacific,Bench,SG,78,225,2
LAC,Pacific,Bench,C,83,177,0
HOU,Southeast,Starter,SG,79,225,1
HOU,Southeast,Starter,PG,84,230,1
HOU,Southeast,Starter,C,84,230,1
HOU,Southeast,Starter,PF,76,216,1
HOU,Southeast,Starter,SG,80,237,1
HOU,Southeast,Bench,SG,76,199,2
HOU,Southeast,Bench,PG,82,197,0
HOU,Southeast,Bench,PF,77,199,5
HOU,Southeast,Bench,SG,79,200,3
HOU,Southeast,Bench,PF,77,251,1
HOU,Southeast,Bench,PF,86,252,0
DEN,Central,Starter,PG,82,220,3
DEN,Central,Starter,G,80,210,4
DEN,Central,Starter,SG,76,250,3
DEN,Central,Starter,PG,80,280,3
DEN,Central,Starter,C,82,245,3
DEN,Central,Bench,SF,76,190,2
DEN,Central,Bench,PF,72,205,1
DEN,Central,Bench,C,83,255,4
DEN,Central,Bench,PG,70,176,0
DEN,Central,Bench,PG,80,232,0
DEN,Central,Bench,SF,78,251,0
DEN,Central,Bench,PF,73,186,0
SAC,Central,Starter,SF,78,251,3
SAC,Central,Starter,C,84,253,0
SAC,Central,Starter,PF,73,235,1
SAC,Central,Starter,PG,81,222,6
SAC,Central,Starter,PF,79,251,2
SAC,Central,Bench,SF,78,190,2
SAC,Central,Bench,PF,73,149,2
SAC,Central,Bench,SG,79,199,1
SAC,Central,Bench,SF,81,210,0
SAC,Central,Bench,PG,81,185,2
SAC,Central,Bench,C,83,228,1
SAC,Central,Bench,PG,82,199,0
GS,Atlantic,Starter,PF,75,275,0
GS,Atlantic,Starter,C,82,245,1
GS,Atlantic,Starter,G,78,207,2
GS,Atlantic,Starter,SF,80,185,1
GS,Atlantic,Starter,C,82,195,2
GS,Atlantic,Bench,PF,77,199,1
GS,Atlantic,Bench,PF,73,149,0
GS,Atlantic,Bench,PG,81,234,4
GS,Atlantic,Bench,PF,69,187,2
GS,Atlantic,Bench,PG,78,240,1
NO,Northwest,Starter,SG,79,210,4
NO,Northwest,Starter,PF,77,235,3
NO,Northwest,Starter,PG,81,245,3
NO,Northwest,Starter,SG,77,239,3
NO,Northwest,Starter,PG,82,255,3
NO,Northwest,Bench,C,84,248,1
NO,Northwest,Bench,SF,79,207,4
NO,Northwest,Bench,SG,77,182,1
NO,Northwest,Bench,SG,77,210,1
MIA,Atlantic,Starter,SF,81,200,3
MIA,Atlantic,Starter,PF,82,220,3
MIA,Atlantic,Starter,PF,75,241,2
MIA,Atlantic,Starter,SF,82,223,1
MIA,Atlantic,Starter,C,84,255,4
MIA,Atlantic,Bench,PF,72,210,0
MIA,Atlantic,Bench,PG,81,251,2
MIA,Atlantic,Bench,SG,79,265,1
MIA,Atlantic,Bench,SG,78,210,4
MIA,Atlantic,Bench,SG,79,185,1
OKC,Central,Starter,SF,80,251,0
OKC,Central,Starter,SG,76,199,3
OKC,Central,Starter,PF,75,180,1
OKC,Central,Starter,PG,83,228,2
OKC,Central,Starter,PG,83,262,2
OKC,Central,Bench,PF,74,235,2
OKC,Central,Bench,PF,74,205,0
OKC,Central,Bench,PG,83,220,2
OKC,Central,Bench,PF,75,225,3
DET,Southwest,Starter,PF,79,149,2
DET,Southwest,Starter,SF,81,149,2
DET,Southwest,Starter,PG,80,240,4
DET,Southwest,Starter,SG,79,216,1
DET,Southwest,Starter,C,84,195,4
DET,Southwest,Bench,PG,81,239,1
DET,Southwest,Bench,PF,76,209,1
DET,Southwest,Bench,PG,81,255,4
DET,Southwest,Bench,SG,76,185,0
DET,Southwest,Bench,C,84,195,1
DET,Southwest,Bench,SG,81,208,0
DET,Southwest,Bench,PF,72,235,0
NY,Pacific,Starter,C,85,199,3
NY,Pacific,Starter,PF,77,235,3
NY,Pacific,Starter,SF,80,175,3
NY,Pacific,Starter,PG,82,193,2
NY,Pacific,Starter,SG,80,200,2
NY,Pacific,Bench,SG,75,210,5
NY,Pacific,Bench,SG,80,190,0
NY,Pacific,Bench,SF,76,200,0
NY,Pacific,Bench,PG,82,220,1
NY,Pacific,Bench,SG,79,180,1
BKN,Southwest,Starter,SG,79,262,3
BKN,Southwest,Starter,PF,73,149,3
BKN,Southwest,Starter,SF,80,200,2
BKN,Southwest,Starter,C,85,220,6
BKN,Southwest,Starter,G,82,240,1
BKN,Southwest,Bench,PG,84,175,1
BKN,Southwest,Bench,SF,80,212,3
BKN,Southwest,Bench,C,85,230,2
BKN,Southwest,Bench,PF,71,192,1
BKN,Southwest,Bench,SG,77,210,1
MEM,Pacific,Starter,SF,81,199,2
MEM,Pacific,Starter,PF,75,180,2
MEM,Pacific,Starter,SG,75,170,5
MEM,Pacific,Starter,SF,81,200,4
MEM,Pacific,Starter,C,83,253,4
MEM,Pacific,Bench,SG,76,250,0
MEM,Pacific,Bench,SG,78,251,3
MEM,Pacific,Bench,PG,82,200,3
MEM,Pacific,Bench,C,84,215,3
POR,Southeast,Starter,C,83,197,2
POR,Southeast,Starter,PF,75,202,2
POR,Southeast,Starter,SF,78,246,1
POR,Southeast,Starter,PF,72,235,1
POR,Southeast,Starter,SF,80,203,4
POR,Southeast,Bench,PG,81,245,3
POR,Southeast,Bench,SG,72,194,1
POR,Southeast,Bench,PF,74,205,0
POR,Southeast,Bench,PG,82,265,3
POR,Southeast,Bench,G,83,246,3
POR,Southeast,Bench,SF,78,210,0
POR,Southeast,Bench,PG,82,250,0
ATL,Southwest,Starter,PG,82,171,3
ATL,Southwest,Starter,SF,80,251,2
ATL,Southwest,Starter,PF,73,225,3
ATL,Southwest,Starter,C,84,230,2
ATL,Southwest,Starter,PF,77,210,1
ATL,Southwest,Bench,SG,72,205,1
ATL,Southwest,Bench,SF,78,185,2
ATL,Southwest,Bench,C,81,199,3
ATL,Southwest,Bench,SG,76,262,1
ATL,Southwest,Bench,SF,81,215,0
CHA,Southeast,Starter,SF,82,185,4
CHA,Southeast,Starter,SF,78,200,2
CHA,Southeast,Starter,SG,78,210,2
CHA,Southeast,Starter,PF,79,223,4
CHA,Southeast,Starter,PG,85,175,4
CHA,Southeast,Bench,PG,83,199,6
CHA,Southeast,Bench,SG,76,241,3
CHA,Southeast,Bench,PF,77,149,2
CHA,Southeast,Bench,PG,81,230,0
CHA,Southeast,Bench,PG,82,220,0
CHA,Southeast,Bench,SG,79,215,0
PHO,Northwest,Starter,SF,80,199,4
PHO,Northwest,Starter,PF,73,236,2
PHO,Northwest,Starter,SF,76,180,3
PHO,Northwest,Starter,PG,83,222,5
PHO,Northwest,Starter,C,84,230,1
PHO,Northwest,Bench,PG,82,240,2
PHO,Northwest,Bench,SG,76,242,1
PHO,Northwest,Bench,PF,72,206,2
PHO,Northwest,Bench,SF,81,190,1
PHO,Northwest,Bench,F,75,149,0
PHO,Northwest,Bench,PF,73,227,0
DAL,Central,Starter,PG,83,220,3
DAL,Central,Starter,PG,84,255,2
DAL,Central,Starter,SG,79,251,1
DAL,Central,Starter,SG,81,215,0
DAL,Central,Starter,F,76,206,0
DAL,Central,Bench,PF,74,225,0
DAL,Central,Bench,SF,81,199,1
DAL,Central,Bench,SG,77,210,3
DAL,Central,Bench,SG,79,251,1
DAL,Central,Bench,SF,82,251,0
DAL,Central,Bench,SG,75,149,0
UTA,Southeast,Starter,PG,80,199,4
UTA,Southeast,Starter,PF,74,227,2
UTA,Southeast,Starter,PG,83,220,3
UTA,Southeast,Starter,SF,80,175,2
UTA,Southeast,Starter,SG,77,200,3
UTA,Southeast,Bench,PF,75,225,1
UTA,Southeast,Bench,SG,76,251,0
UTA,Southeast,Bench,C,82,204,3
UTA,Southeast,Bench,PG,82,190,2
UTA,Southeast,Bench,PF,72,235,0
CLE,Pacific,Starter,PG,80,245,0
CLE,Pacific,Starter,F,77,212,4
CLE,Pacific,Starter,SF,80,199,1
CLE,Pacific,Starter,C,82,247,3
CLE,Pacific,Starter,SG,77,251,2
CLE,Pacific,Bench,C,82,240,5
CLE,Pacific,Bench,SG,76,205,1
CLE,Pacific,Bench,PF,76,210,4
CLE,Pacific,Bench,SG,76,238,1
CLE,Pacific,Bench,PG,82,271,1
CLE,Pacific,Bench,SF,78,207,0
WAS,Atlantic,Starter,SF,78,199,1
WAS,Atlantic,Starter,SG,79,170,2
WAS,Atlantic,Starter,PF,76,209,4
WAS,Atlantic,Starter,SG,78,275,1
WAS,Atlantic,Starter,C,85,249,1
WAS,Atlantic,Bench,PF,79,210,0
WAS,Atlantic,Bench,SG,79,190,2
WAS,Atlantic,Bench,PG,78,220,3
WAS,Atlantic,Bench,C,83,240,3
WAS,Atlantic,Bench,SG,77,251,0
WAS,Atlantic,Bench,SF,80,198,1
WAS,Atlantic,Bench,C,84,255,0
WAS,Atlantic,Bench,F,76,251,0
IND,Northwest,Starter,SG,78,216,3
IND,Northwest,Starter,PG,81,190,4
IND,Northwest,Starter,SG,79,149,2
IND,Northwest,Starter,C,82,195,4
IND,Northwest,Starter,PF,74,235,1
IND,Northwest,Bench,SF,79,180,1
IND,Northwest,Bench,PF,75,251,1
IND,Northwest,Bench,C,81,245,3
IND,Northwest,Bench,SG,78,250,1
MIN,Northwest,Starter,PF,73,270,4
MIN,Northwest,Starter,PG,81,215,1
MIN,Northwest,Starter,SG,76,225,4
MIN,Northwest,Starter,C,83,204,4
MIN,Northwest,Starter,SF,78,280,1
MIN,Northwest,Bench,SG,78,239,3
MIN,Northwest,Bench,SG,79,199,2
MIN,Northwest,Bench,PG,84,220,4
MIN,Northwest,Bench,SG,75,210,0
MIN,Northwest,Bench,PG,81,219,1
TOR,Northwest,Starter,SG,76,194,1
TOR,Northwest,Starter,SF,80,224,1
TOR,Northwest,Starter,SF,78,188,1
TOR,Northwest,Starter,PF,77,180,0
TOR,Northwest,Starter,C,84,220,2
TOR,Northwest,Bench,PF,73,206,3
TOR,Northwest,Bench,SG,77,202,0
TOR,Northwest,Bench,SG,78,185,1
TOR,Northwest,Bench,PG,84,220,2
TOR,Northwest,Bench,PG,80,228,1
TOR,Northwest,Bench,C,82,215,5
TOR,Northwest,Bench,PG,81,241,1
MIL,Southwest,Starter,SG,76,260,2
MIL,Southwest,Starter,PF,75,218,0
MIL,Southwest,Starter,C,84,220,1
MIL,Southwest,Starter,SG,79,185,3
MIL,Southwest,Starter,G,83,200,1
MIL,Southwest,Bench,PF,69,149,1
MIL,Southwest,Bench,SG,79,210,1
MIL,Southwest,Bench,SG,79,149,1
MIL,Southwest,Bench,C,84,204,4
MIL,Southwest,Bench,SG,79,199,2
MIL,Southwest,Bench,SF,80,251,1
MIL,Southwest,Bench,SF,81,211,2
MIL,Southwest,Bench,C,70,184,1
CHI,Atlantic,Starter,SG,79,185,4
CHI,Atlantic,Starter,SG,76,210,4
CHI,Atlantic,Starter,PG,85,168,4
CHI,Atlantic,Starter,PF,75,194,2
CHI,Atlantic,Starter,C,83,161,3
CHI,Atlantic,Bench,SF,80,190,0
CHI,Atlantic,Bench,PF,76,149,4
CHI,Atlantic,Bench,SF,80,190,1
CHI,Atlantic,Bench,C,82,254,4
LAL,Southeast,Starter,SF,80,220,2
LAL,Southeast,Starter,PG,82,226,4
LAL,Southeast,Starter,PF,75,149,1
LAL,Southeast,Starter,SG,79,199,2
LAL,Southeast,Starter,C,80,190,4
LAL,Southeast,Bench,SG,78,251,4
LAL,Southeast,Bench,SG,77,260,2
LAL,Southeast,Bench,SF,79,240,1
LAL,Southeast,Bench,SF,81,240,3
LAL,Southeast,Bench,PG,83,191,0
LAL,Southeast,Bench,SF,80,186,0
LAL,Southeast,Bench,PF,75,251,0
POR,Southeast,Starter,SF,78,246,1
POR,Southeast,Starter,C,83,197,2
POR,Southeast,Starter,PF,72,235,1
POR,Southeast,Starter,SF,80,203,2
POR,Southeast,Starter,PF,75,202,1
POR,Southeast,Bench,PF,74,205,2
POR,Southeast,Bench,PG,81,245,0
POR,Southeast,Bench,SF,78,210,0
POR,Southeast,Bench,PG,82,265,0
POR,Southeast,Bench,SG,72,194,0
SA,Southwest,Starter,SF,81,190,0
SA,Southwest,Starter,PF,75,225,3
SA,Southwest,Starter,SG,78,185,2
SA,Southwest,Starter,PG,78,215,3
SA,Southwest,Starter,C,83,220,1
SA,Southwest,Bench,SF,79,212,1
SA,Southwest,Bench,PF,78,213,1
SA,Southwest,Bench,SG,78,251,1
SA,Southwest,Bench,PG,81,220,1
SA,Southwest,Bench,C,84,228,1
SA,Southwest,Bench,SF,78,190,0
SA,Southwest,Bench,F,78,225,0
DAL,Central,Starter,SG,79,251,1
DAL,Central,Starter,PF,76,206,2
DAL,Central,Starter,PG,83,220,1
DAL,Central,Starter,C,84,255,0
DAL,Central,Starter,SF,81,215,2
DAL,Central,Bench,SG,77,210,3
DAL,Central,Bench,SG,75,149,0
DAL,Central,Bench,SF,81,199,2
DAL,Central,Bench,PF,74,225,3
DAL,Central,Bench,SF,82,251,0
DAL,Central,Bench,PF,76,210,0
GS,Atlantic,Starter,SF,80,185,3
GS,Atlantic,Starter,PF,75,275,3
GS,Atlantic,Starter,SG,78,207,2
GS,Atlantic,Starter,PG,82,245,2
GS,Atlantic,Starter,C,82,195,1
GS,Atlantic,Bench,PF,77,199,4
GS,Atlantic,Bench,PG,78,240,1
GS,Atlantic,Bench,PF,73,149,3
GS,Atlantic,Bench,PG,81,234,2
GS,Atlantic,Bench,PF,69,187,0
GS,Atlantic,Bench,SF,79,215,1
GS,Atlantic,Bench,PG,80,195,0
ORL,Pacific,Starter,SG,78,199,5
ORL,Pacific,Starter,SF,80,210,1
ORL,Pacific,Starter,C,83,191,4
ORL,Pacific,Starter,PF,72,235,5
ORL,Pacific,Starter,PG,81,190,3
ORL,Pacific,Bench,SG,79,225,0
ORL,Pacific,Bench,PF,74,149,1
ORL,Pacific,Bench,PG,82,160,3
ORL,Pacific,Bench,C,83,245,3
ORL,Pacific,Bench,SG,79,190,0
NO,Northwest,Starter,SG,77,239,2
NO,Northwest,Starter,PF,77,235,4
NO,Northwest,Starter,SF,79,210,4
NO,Northwest,Starter,C,82,255,3
NO,Northwest,Starter,PG,81,245,3
NO,Northwest,Bench,C,84,248,3
NO,Northwest,Bench,SF,79,207,2
NO,Northwest,Bench,SG,77,182,4
NO,Northwest,Bench,PG,80,216,1
NO,Northwest,Bench,SG,77,210,2
CLE,Pacific,Starter,SG,77,251,3
CLE,Pacific,Starter,PG,80,245,6
CLE,Pacific,Starter,PF,77,212,0
CLE,Pacific,Starter,C,82,247,1
CLE,Pacific,Starter,SF,80,199,4
CLE,Pacific,Bench,SG,76,205,1
CLE,Pacific,Bench,PF,76,210,0
CLE,Pacific,Bench,C,82,240,2
CLE,Pacific,Bench,PG,81,190,0
CLE,Pacific,Bench,SG,76,238,3
CLE,Pacific,Bench,PG,80,265,2
CHI,Atlantic,Starter,SG,76,210,2
CHI,Atlantic,Starter,PG,85,168,5
CHI,Atlantic,Starter,SF,79,185,1
CHI,Atlantic,Starter,PF,75,194,1
CHI,Atlantic,Starter,C,83,161,4
CHI,Atlantic,Bench,SF,80,190,5
CHI,Atlantic,Bench,C,82,254,5
CHI,Atlantic,Bench,PF,76,149,4
CHI,Atlantic,Bench,SF,82,240,0
CHI,Atlantic,Bench,SG,76,194,0
CHI,Atlantic,Bench,C,82,189,0
MIA,Atlantic,Starter,PF,75,241,5
MIA,Atlantic,Starter,PF,82,220,3
MIA,Atlantic,Starter,SF,81,200,4
MIA,Atlantic,Starter,SF,82,223,2
MIA,Atlantic,Starter,C,84,255,5
MIA,Atlantic,Bench,PF,72,210,2
MIA,Atlantic,Bench,PG,81,251,4
MIA,Atlantic,Bench,SG,78,210,4
MIA,Atlantic,Bench,SG,79,265,2
DEN,Central,Starter,PF,76,250,2
DEN,Central,Starter,SG,75,199,2
DEN,Central,Starter,SF,80,210,5
DEN,Central,Starter,PG,82,220,2
DEN,Central,Starter,C,82,245,0
DEN,Central,Bench,SF,76,190,6
DEN,Central,Bench,PG,80,280,4
DEN,Central,Bench,C,83,255,2
MIN,Northwest,Starter,C,83,204,2
MIN,Northwest,Starter,PF,73,270,4
MIN,Northwest,Starter,SG,76,225,2
MIN,Northwest,Starter,SF,78,280,3
MIN,Northwest,Starter,PG,81,215,1
MIN,Northwest,Bench,SG,75,210,3
MIN,Northwest,Bench,PG,85,220,1
MIN,Northwest,Bench,SF,78,239,1
MIN,Northwest,Bench,PG,84,220,4
MIN,Northwest,Bench,SG,79,199,1
SAC,Central,Starter,C,84,253,2
SAC,Central,Starter,PF,73,235,3
SAC,Central,Starter,SF,78,251,1
SAC,Central,Starter,PG,81,222,3
SAC,Central,Starter,SG,79,251,1
SAC,Central,Bench,SF,78,190,4
SAC,Central,Bench,SG,79,199,0
SAC,Central,Bench,SF,81,210,1
SAC,Central,Bench,PF,73,149,5
SAC,Central,Bench,PG,81,185,2
IND,Northwest,Starter,SF,78,216,1
IND,Northwest,Starter,C,82,195,2
IND,Northwest,Starter,SG,79,149,1
IND,Northwest,Starter,PF,74,235,0
IND,Northwest,Starter,PG,81,190,4
IND,Northwest,Bench,SF,79,180,2
IND,Northwest,Bench,PG,82,230,3
IND,Northwest,Bench,PF,75,251,0
IND,Northwest,Bench,PG,82,251,4
IND,Northwest,Bench,C,81,245,2
IND,Northwest,Bench,SG,78,250,0
PHI,Central,Starter,PG,82,199,1
PHI,Central,Starter,C,83,249,5
PHI,Central,Starter,PF,75,235,2
PHI,Central,Starter,SG,77,275,2
PHI,Central,Starter,SF,80,231,4
PHI,Central,Bench,PF,74,149,4
PHI,Central,Bench,SG,77,198,0
PHI,Central,Bench,SG,75,205,2
PHI,Central,Bench,PG,81,176,1
PHI,Central,Bench,PG,81,190,1
PHI,Central,Bench,SF,80,240,0
OKC,Central,Starter,SG,76,199,1
OKC,Central,Starter,SF,80,251,1
OKC,Central,Starter,PG,83,228,3
OKC,Central,Starter,C,83,262,4
OKC,Central,Starter,PF,75,180,0
OKC,Central,Bench,PF,74,205,0
OKC,Central,Bench,PF,75,225,3
OKC,Central,Bench,PG,83,220,2
OKC,Central,Bench,PF,74,235,1
OKC,Central,Bench,C,85,245,1
OKC,Central,Bench,SG,77,225,0
OKC,Central,Bench,PG,81,175,0
OKC,Central,Bench,C,84,240,0
NY,Pacific,Starter,PF,77,235,1
NY,Pacific,Starter,SF,80,175,0
NY,Pacific,Starter,C,85,199,2
NY,Pacific,Starter,SG,80,200,3
NY,Pacific,Starter,PG,82,193,1
NY,Pacific,Bench,SF,76,200,2
NY,Pacific,Bench,SG,75,210,2
NY,Pacific,Bench,SG,80,190,0
NY,Pacific,Bench,C,82,220,4
NY,Pacific,Bench,SG,79,180,1
NY,Pacific,Bench,PG,81,199,1
NY,Pacific,Bench,SF,79,200,0
NY,Pacific,Bench,PF,72,270,0
BOS,Atlantic,Starter,SG,78,199,1
BOS,Atlantic,Starter,PF,74,205,1
BOS,Atlantic,Starter,C,84,199,3
BOS,Atlantic,Starter,PG,82,231,1
BOS,Atlantic,Starter,SF,77,200,0
BOS,Atlantic,Bench,SF,80,240,1
BOS,Atlantic,Bench,PF,76,149,3
BOS,Atlantic,Bench,SF,79,251,0
BOS,Atlantic,Bench,C,85,222,3
BOS,Atlantic,Bench,PF,74,180,1
BOS,Atlantic,Bench,SF,81,185,0
BOS,Atlantic,Bench,SF,80,200,0
MEM,Pacific,Starter,PF,75,180,0
MEM,Pacific,Starter,PG,81,200,0
MEM,Pacific,Starter,SG,75,170,1
MEM,Pacific,Starter,C,83,253,2
MEM,Pacific,Starter,SF,81,199,2
MEM,Pacific,Bench,SG,78,251,4
MEM,Pacific,Bench,PG,82,200,4
MEM,Pacific,Bench,SG,76,250,2
MEM,Pacific,Bench,PG,82,172,0
MEM,Pacific,Bench,PF,73,235,0
SA,Southwest,Starter,PG,78,215,2
SA,Southwest,Starter,PF,75,225,3
SA,Southwest,Starter,SG,78,185,3
SA,Southwest,Starter,SF,81,190,3
SA,Southwest,Starter,C,83,220,3
SA,Southwest,Bench,SF,79,212,0
SA,Southwest,Bench,SG,78,225,1
SA,Southwest,Bench,C,84,228,1
SA,Southwest,Bench,PF,78,213,2
SA,Southwest,Bench,PG,81,220,2
SA,Southwest,Bench,PG,81,190,2
SA,Southwest,Bench,SG,78,251,0
SA,Southwest,Bench,SF,78,190,1
ATL,Southwest,Starter,SF,80,251,2
ATL,Southwest,Starter,PG,82,171,4
ATL,Southwest,Starter,PF,77,210,2
ATL,Southwest,Starter,C,84,230,3
ATL,Southwest,Starter,PF,73,225,3
ATL,Southwest,Bench,SG,72,205,0
ATL,Southwest,Bench,SF,78,185,2
ATL,Southwest,Bench,SG,76,262,1
ATL,Southwest,Bench,C,81,199,1
ATL,Southwest,Bench,SF,81,215,0
ATL,Southwest,Bench,PG,78,232,1
ATL,Southwest,Bench,PF,73,225,0
ATL,Southwest,Bench,PG,83,237,1
MIL,Southwest,Starter,SG,79,185,3
MIL,Southwest,Starter,PF,72,235,1
MIL,Southwest,Starter,PG,81,232,3
MIL,Southwest,Starter,C,84,220,2
MIL,Southwest,Starter,SG,76,260,1
MIL,Southwest,Bench,PF,75,218,1
MIL,Southwest,Bench,PG,83,200,1
MIL,Southwest,Bench,C,84,204,2
MIL,Southwest,Bench,SG,79,210,3
MIL,Southwest,Bench,SF,80,251,1
MIL,Southwest,Bench,C,70,184,0
MIL,Southwest,Bench,PF,69,149,0
UTA,Southeast,Starter,SG,77,200,1
UTA,Southeast,Starter,PG,80,199,1
UTA,Southeast,Starter,SF,80,175,2
UTA,Southeast,Starter,C,83,220,2
UTA,Southeast,Starter,PF,74,227,0
UTA,Southeast,Bench,SG,76,251,2
UTA,Southeast,Bench,PF,75,225,0
UTA,Southeast,Bench,PG,82,190,4
UTA,Southeast,Bench,C,82,204,3
UTA,Southeast,Bench,PF,72,235,1
UTA,Southeast,Bench,C,82,255,1
UTA,Southeast,Bench,SG,79,190,0
UTA,Southeast,Bench,SF,80,248,0
BKN,Southwest,Starter,SG,79,262,3
BKN,Southwest,Starter,PF,73,149,1
BKN,Southwest,Starter,SF,80,200,5
BKN,Southwest,Starter,C,85,220,5
BKN,Southwest,Starter,PG,82,240,4
BKN,Southwest,Bench,PG,84,175,2
BKN,Southwest,Bench,C,85,230,3
BKN,Southwest,Bench,SF,80,212,3
BKN,Southwest,Bench,PF,71,192,0
BKN,Southwest,Bench,SG,77,210,0
WAS,Atlantic,Starter,SF,80,260,4
WAS,Atlantic,Starter,SF,78,199,2
WAS,Atlantic,Starter,PF,76,209,2
WAS,Atlantic,Starter,SG,78,275,0
WAS,Atlantic,Starter,C,85,249,2
WAS,Atlantic,Bench,SG,79,170,2
WAS,Atlantic,Bench,PF,79,210,4
WAS,Atlantic,Bench,PG,78,220,2
WAS,Atlantic,Bench,SG,79,190,1
WAS,Atlantic,Bench,C,84,255,3
LAC,Pacific,Starter,SF,80,251,1
LAC,Pacific,Starter,PG,80,215,3
LAC,Pacific,Starter,PF,75,218,2
LAC,Pacific,Starter,C,84,230,2
LAC,Pacific,Starter,SG,78,262,3
LAC,Pacific,Bench,SF,80,251,1
LAC,Pacific,Bench,SG,79,149,4
LAC,Pacific,Bench,PG,81,240,1
LAC,Pacific,Bench,PF,73,185,2
LAC,Pacific,Bench,SF,78,215,0
LAC,Pacific,Bench,SG,78,225,1
LAC,Pacific,Bench,C,83,177,0
CHA,Southeast,Starter,SF,78,200,3
CHA,Southeast,Starter,SG,78,210,0
CHA,Southeast,Starter,PG,82,185,4
CHA,Southeast,Starter,PF,79,223,3
CHA,Southeast,Starter,C,85,175,2
CHA,Southeast,Bench,PG,83,199,0
CHA,Southeast,Bench,PG,81,230,4
CHA,Southeast,Bench,PF,77,149,2
CHA,Southeast,Bench,SG,76,241,0
CHA,Southeast,Bench,PG,82,220,1
